ID,GESTION,CATEGORIA,MES,BIMESTRE,TRIMESTRE,CUATRIMESTRE,SEMESTRE,ADUANA,NANDINA,PARTIDA,SUBPARTIDA,CAPITULO,SECCION,PAIS,AREA,MEDIO,VIA,DEPTO,CUCI,GCE,SECTOR,CODACT,CIIU_SECCION,CIIU,TNT,TNT_GRUPO,TNT_CLASE,KILBRU,KILNET,FINUNI,VALOR
3090,1992,1,10,5,4,3,2,0,0901110000,0901,090111,09,2,245,40,9,3,2,07111,111,1,A2,A,0113,10,21,2,10500,10500,10500,10500
3091,1992,1,10,5,4,3,2,0,4203109000,4203,420310,42,8,245,40,5,9,2,84811,620,4,D10,D,1810,15,21,2,147,147,147,14549
3092,1992,1,10,5,4,3,2,0,6103420000,6103,610342,61,11,245,40,5,9,2,84324,620,4,D11,D,1810,34,21,2,2031,2031,2031,28750
3093,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,245,40,5,9,2,8453,620,4,D9,D,1730,34,21,2,720,720,720,21625
3094,1992,1,10,5,4,3,2,0,9205900000,9205,920590,92,18,245,40,5,9,2,89823,610,4,D29,D,3692,34,21,2,120,120,120,1603
3095,1992,1,10,5,4,3,2,0,0802400010,0802,080240,08,2,249,32,9,3,2,05777,112,1,A1,A,0113,9,21,2,5269,5269,5269,2904
3096,1992,1,10,5,4,3,2,0,1207909000,1207,120790,12,2,249,32,9,3,2,2237,111,1,A11,A,0111,34,21,2,10120,9979,9979,4400
3097,1992,1,10,5,4,3,2,0,2611000000,2611,261100,26,5,249,32,9,3,2,28792,210,3,C5,C,1320,4,11,1,7752,7442,5224,25068
3098,1992,1,10,5,4,3,2,0,4407009011,4407,440700,44,9,249,32,9,3,2,24501,220,4,D13,D,2010,16,21,2,198160,198160,132111,79267
3099,1992,1,10,5,4,3,2,0,4407009012,4407,440700,44,9,249,32,9,3,2,24501,220,4,D13,D,2010,16,21,2,224238,224238,143655,166066
3100,1992,1,10,5,4,3,2,0,4418200000,4418,441820,44,9,249,32,9,3,2,63532,220,4,D13,D,2022,16,21,2,12230,11405,11405,35123
3101,1992,1,10,5,4,3,2,0,6205200000,6205,620520,62,11,249,32,9,3,2,84151,630,4,D11,D,1810,34,21,2,3427,3427,3427,13197
3102,1992,1,10,5,4,3,2,0,0301100000,0301,030110,03,1,249,32,5,9,2,03411,112,1,B1,B,0500,34,21,2,160,160,160,1546
3103,1992,1,10,5,4,3,2,0,0712100010,0712,071210,07,2,249,32,5,9,2,05611,122,4,D6,D,1513,34,21,2,1043,1043,1043,795
3104,1992,1,10,5,4,3,2,0,2615900000,2615,261590,26,5,249,32,5,9,2,28785,210,3,C10,C,1320,30,11,1,717,341,341,13715
3105,1992,1,10,5,4,3,2,0,4202310000,4202,420231,42,8,249,32,5,9,2,83191,620,4,D10,D,1912,15,21,2,300,300,300,11242
3106,1992,1,10,5,4,3,2,0,4202991000,4202,420299,42,8,249,32,5,9,2,83199,620,4,D10,D,1912,15,21,2,5,5,5,115
3107,1992,1,10,5,4,3,2,0,5109100000,5109,510910,51,11,249,32,5,9,2,65116,630,4,D9,D,1711,34,21,2,120,120,120,2785
3108,1992,1,10,5,4,3,2,0,5702990000,5702,570299,57,11,249,32,5,9,2,65959,610,4,D9,D,1722,34,21,2,1057,1057,1057,7680
3109,1992,1,10,5,4,3,2,0,6103420000,6103,610342,61,11,249,32,5,9,2,84324,620,4,D11,D,1810,34,21,2,307,290,290,15675
3110,1992,1,10,5,4,3,2,0,6104410000,6104,610441,61,11,249,32,5,9,2,84424,620,4,D11,D,1810,34,21,2,2,2,2,198
3111,1992,1,10,5,4,3,2,0,6104420000,6104,610442,61,11,249,32,5,9,2,84424,620,4,D11,D,1810,34,21,2,839,773,773,59291
3112,1992,1,10,5,4,3,2,0,6104510000,6104,610451,61,11,249,32,5,9,2,84425,620,4,D11,D,1810,34,21,2,1,1,1,28
3113,1992,1,10,5,4,3,2,0,6104520000,6104,610452,61,11,249,32,5,9,2,84425,620,4,D11,D,1810,34,21,2,3,3,3,60
3114,1992,1,10,5,4,3,2,0,6104690000,6104,610469,61,11,249,32,5,9,2,84426,620,4,D11,D,1810,34,21,2,468,442,442,14056
3115,1992,1,10,5,4,3,2,0,6106100000,6106,610610,61,11,249,32,5,9,2,8447,620,4,D11,D,1810,34,21,2,318,301,301,10889
3116,1992,1,10,5,4,3,2,0,6107210000,6107,610721,61,11,249,32,5,9,2,84382,630,4,D11,D,1810,34,21,2,363,363,363,4632
3117,1992,1,10,5,4,3,2,0,6109100000,6109,610910,61,11,249,32,5,9,2,8454,630,4,D9,D,1730,34,21,2,3,3,3,60
3118,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,249,32,5,9,2,8453,620,4,D9,D,1730,34,21,2,376663,365731,365731,125252
3119,1992,1,10,5,4,3,2,0,6110200000,6110,611020,61,11,249,32,5,9,2,8453,620,4,D9,D,1730,34,21,2,9294,8733,8733,314829
3120,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,249,32,5,9,2,84599,620,4,D11,D,1810,34,21,2,264,264,264,18988
3121,1992,1,10,5,4,3,2,0,6117109000,6117,611710,61,11,249,32,5,9,2,84693,620,4,D11,D,1810,34,21,2,3,3,3,180
3122,1992,1,10,5,4,3,2,0,6205200000,6205,620520,62,11,249,32,5,9,2,84151,630,4,D11,D,1810,34,21,2,751,751,751,3291
3123,1992,1,10,5,4,3,2,0,6214900000,6214,621490,62,11,249,32,5,9,2,84612,630,4,D11,D,1810,34,21,2,5,5,5,270
3124,1992,1,10,5,4,3,2,0,6217100000,6217,621710,62,11,249,32,5,9,2,84619,630,4,D11,D,1810,34,21,2,2,2,2,48
3125,1992,1,10,5,4,3,2,0,6304990000,6304,630499,63,11,249,32,5,9,2,65859,620,4,D9,D,1721,34,21,2,47,47,47,1083
3126,1992,1,10,5,4,3,2,0,6913900000,6913,691390,69,13,249,32,5,9,2,66629,620,4,D29,D,2691,34,21,2,8951,8951,8951,32100
3127,1992,1,10,5,4,3,2,0,7113110000,7113,711311,71,14,249,32,5,9,2,89731,610,4,D33,D,3691,34,21,2,8,6,6,7439
3128,1992,1,10,5,4,3,2,0,7113190000,7113,711319,71,14,249,32,5,9,2,89731,610,4,D27,D,3691,20,21,2,15,10,10,80092
3129,1992,1,10,5,4,3,2,0,7113190000,7113,711319,71,14,249,32,5,9,2,89731,610,4,D28,D,3691,21,21,2,262,205,205,1395501
3130,1992,1,10,5,4,3,2,0,7616909000,7616,761690,76,15,249,32,5,9,2,69979,220,4,D29,D,2899,34,21,2,408,408,408,1520
3131,1992,1,10,5,4,3,2,0,8007009000,8007,800700,80,15,249,32,5,9,2,69978,620,4,D29,D,2899,2,11,1,2016,2016,2016,24287
3132,1992,1,10,5,4,3,2,0,9205900000,9205,920590,92,18,249,32,5,9,2,89823,610,4,D29,D,3692,34,21,2,5,5,5,115
3133,1992,1,10,5,4,3,2,0,9502100000,9502,950210,95,20,249,32,5,9,2,89422,620,4,D29,D,3694,34,21,2,9,9,9,207
3134,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,271,40,5,9,2,8453,620,4,D9,D,1730,34,21,2,88,88,88,2310
3135,1992,1,10,5,4,3,2,0,2608000000,2608,260800,26,5,275,40,8,2,2,2875,210,3,C4,C,1320,3,11,1,244352,229691,92800,112534
3136,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,275,40,8,2,2,28911,210,3,C9,C,1320,8,11,1,2480,2331,942,111755
3137,1992,1,10,5,4,3,2,0,4203400000,4203,420340,42,8,275,40,5,9,2,84819,620,4,D10,D,1810,15,21,2,30,30,30,4800
3138,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,275,40,5,9,2,8453,620,4,D9,D,1730,34,21,2,300,300,300,5673
3139,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,275,40,5,9,2,84599,620,4,D11,D,1810,34,21,2,300,300,300,6079
3140,1992,1,10,5,4,3,2,0,0510001000,0510,051000,05,1,351,59,5,9,2,29198,210,1,A11,A,0122,34,21,2,1,1,1,5825
3141,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,386,40,9,3,2,8453,620,4,D9,D,1730,34,21,2,2350,2300,2300,1159
3142,1992,1,10,5,4,3,2,0,4202190000,4202,420219,42,8,386,40,5,9,2,83129,620,4,D10,D,1912,15,21,2,44,44,44,800
3143,1992,1,10,5,4,3,2,0,4202310000,4202,420231,42,8,386,40,5,9,2,83191,620,4,D10,D,1912,15,21,2,80,80,80,1319
3144,1992,1,10,5,4,3,2,0,4202991000,4202,420299,42,8,386,40,5,9,2,83199,620,4,D10,D,1912,15,21,2,36,36,36,650
3145,1992,1,10,5,4,3,2,0,4420100000,4420,442010,44,9,386,40,5,9,2,63549,620,4,D13,D,2029,16,21,2,20,20,20,249
3146,1992,1,10,5,4,3,2,0,4420900000,4420,442090,44,9,386,40,5,9,2,63549,620,4,D13,D,2029,16,21,2,256,256,256,4570
3147,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,386,40,5,9,2,8453,620,4,D9,D,1730,34,21,2,250,250,250,4093
3148,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,386,40,5,9,2,84599,620,4,D11,D,1810,34,21,2,1532,1532,1532,26574
3149,1992,1,10,5,4,3,2,0,6506990000,6506,650699,65,12,386,40,5,9,2,84849,620,4,D11,D,1810,34,21,2,60,60,60,1100
3150,1992,1,10,5,4,3,2,0,6913900000,6913,691390,69,13,386,40,5,9,2,66629,620,4,D29,D,2691,34,21,2,398,398,398,5300
3151,1992,1,10,5,4,3,2,0,6914900000,6914,691490,69,13,386,40,5,9,2,66399,220,4,D29,D,2691,34,21,2,22,22,22,405
3152,1992,1,10,5,4,3,2,0,9205900000,9205,920590,92,18,386,40,5,9,2,89823,610,4,D29,D,3692,34,21,2,223,223,223,3875
3153,1992,1,10,5,4,3,2,0,0713509000,0713,071350,07,2,399,50,9,3,2,05425,112,1,A11,A,0111,34,21,2,4072,4000,4000,7600
3154,1992,1,10,5,4,3,2,0,6802210000,6802,680221,68,13,399,50,9,3,2,66134,220,4,D29,D,2696,30,11,1,31650,30000,30000,27580
3155,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,399,50,5,9,2,8453,620,4,D9,D,1730,34,21,2,403,403,403,14123
3156,1992,1,10,5,4,3,2,0,6114900000,6114,611490,61,11,399,50,5,9,2,84599,620,4,D11,D,1810,34,21,2,307,307,307,7199
3157,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,493,10,5,9,2,8453,620,4,D9,D,1730,34,21,2,926,926,926,67925
3158,1992,1,10,5,4,3,2,0,6110309000,6110,611030,61,11,493,10,5,9,2,8453,620,4,D9,D,1730,34,21,2,325,325,325,18717
3159,1992,1,10,5,4,3,2,0,4407009011,4407,440700,44,9,493,10,9,3,2,24501,220,4,D13,D,2010,16,21,2,455000,455000,455000,373012
3160,1992,1,10,5,4,3,2,0,0802400010,0802,080240,08,2,573,40,9,3,2,05777,112,1,A1,A,0113,9,21,2,16380,15600,15600,29858
3161,1992,1,10,5,4,3,2,0,6115990000,6115,611599,61,11,589,10,5,9,2,84629,630,4,D9,D,1730,34,21,2,267,267,267,13115
3162,1992,1,10,5,4,3,2,0,6501000000,6501,650100,65,12,589,10,5,9,2,65761,220,4,D11,D,1810,34,21,2,60,60,60,3120
3163,1992,1,10,5,4,3,2,0,4810290000,4810,481029,48,10,589,10,9,3,2,64134,220,4,D14,D,2101,34,21,2,2650,2650,2650,2000
3164,1992,1,10,5,4,3,2,0,1101000000,1101,110100,11,2,589,10,9,10,2,0461,121,4,D6,D,1531,34,21,2,92000,92000,92000,33340
3165,1992,1,10,5,4,3,2,0,1507900000,1507,150790,15,3,589,10,9,10,2,42119,121,4,D5,D,1514,18,21,2,12730,12301,12301,12301
3166,1992,1,10,5,4,3,2,0,1701990000,1701,170199,17,4,589,10,9,10,2,06129,122,4,D2,D,1542,12,21,2,152760,152720,152720,65378
3167,1992,1,10,5,4,3,2,0,4901990000,4901,490199,49,10,589,10,9,10,2,89219,630,4,D29,D,2211,34,21,2,48,48,48,80
3168,1992,1,10,5,4,3,2,0,5515910000,5515,551591,55,11,589,10,9,10,2,65342,220,4,D9,D,1711,34,21,2,773,773,773,4039
3169,1992,1,10,5,4,3,2,0,5601290000,5601,560129,56,11,589,10,9,10,2,65771,220,4,D9,D,1729,34,21,2,2450,2450,2450,19050
3170,1992,1,10,5,4,3,2,0,8462109000,8462,846210,84,16,589,10,9,10,2,73311,410,4,D29,D,2922,34,21,2,200,200,200,2500
3171,1992,1,10,5,4,3,2,0,2607000000,2607,260700,26,5,628,40,8,3,2,2874,210,3,C7,C,1320,6,11,1,598613,562696,389160,214487
3172,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,628,40,8,3,2,28911,210,3,C9,C,1320,8,11,1,1387,1304,902,107057
3173,1992,1,10,5,4,3,2,0,0802400010,0802,080240,08,2,628,40,9,3,2,05777,112,1,A1,A,0113,9,21,2,16380,15600,15600,36722
3174,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,628,40,5,9,2,8453,620,4,D9,D,1730,34,21,2,55,55,55,6745
3175,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,628,40,5,9,2,84599,620,4,D11,D,1810,34,21,2,1400,1400,1400,29474
3176,1992,1,10,5,4,3,2,0,6405200000,6405,640520,64,12,628,40,5,9,2,85159,620,4,D12,D,1920,34,21,2,130,130,130,1929
3177,1992,1,10,5,4,3,2,0,9202900000,9202,920290,92,18,764,40,5,9,2,89815,610,4,D29,D,3692,34,21,2,70,70,70,1647
3178,1992,1,10,5,4,3,2,0,9205900000,9205,920590,92,18,764,40,5,9,2,89823,610,4,D29,D,3692,34,21,2,280,280,280,1234
3179,1992,1,10,5,4,3,2,0,1801001000,1801,180100,18,4,767,42,9,3,2,0721,111,1,A3,A,0113,11,21,2,5000,4960,4960,15624
3180,1992,1,10,5,4,3,2,0,1804000000,1804,180400,18,4,767,42,9,3,2,0724,121,4,D1,D,1543,11,21,2,3750,3720,3720,14880
3181,1992,1,10,5,4,3,2,0,1805000000,1805,180500,18,4,767,42,9,3,2,0722,121,4,D1,D,1543,11,21,2,10100,10000,10000,46500
3182,1992,1,10,5,4,3,2,0,1806100000,1806,180610,18,4,767,42,9,3,2,0731,122,4,D1,D,1543,11,21,2,22930,22500,22500,89875
3183,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,767,42,5,9,2,8453,620,4,D9,D,1730,34,21,2,254,254,254,12061
3184,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,767,42,5,9,2,84599,620,4,D11,D,1810,34,21,2,941,769,769,42579
3185,1992,1,10,5,4,3,2,0,6114900000,6114,611490,61,11,767,42,5,9,2,84599,620,4,D11,D,1810,34,21,2,691,606,606,33423
3186,1992,1,10,5,4,3,2,0,6117909000,6117,611790,61,11,767,42,5,9,2,84699,630,4,D11,D,1810,34,21,2,100,100,100,6461
3187,1992,1,10,5,4,3,2,0,4102210000,4102,410221,41,8,845,10,5,9,2,2117,210,4,D10,D,1511,15,21,2,2882,2858,2858,10327
3188,1992,1,10,5,4,3,2,0,2203000000,2203,220300,22,4,845,10,9,8,2,1123,122,4,D3,D,1553,13,21,2,23250,21300,21300,18000
3189,1992,1,10,5,4,3,2,0,6115990000,6115,611599,61,11,850,10,5,9,2,84629,630,4,D9,D,1730,34,21,2,1050,1050,1050,27406
3190,1992,1,10,5,4,3,2,0,2611000000,2611,261100,26,5,23,40,9,3,3,28792,210,3,C5,C,1320,4,11,1,38803,37251,26485,140387
3191,1992,1,10,5,4,3,2,0,4409201000,4409,440920,44,9,23,40,5,3,3,2485,220,4,D13,D,2010,16,21,2,19550,17250,17250,29450
3192,1992,1,10,5,4,3,2,0,0511991000,0511,051199,05,1,23,40,5,9,3,29199,210,1,A11,A,0121,34,21,2,509,500,500,7375
3193,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,23,40,5,9,3,8453,620,4,D9,D,1730,34,21,2,482,482,482,28995
3194,1992,1,10,5,4,3,2,0,6115990000,6115,611599,61,11,23,40,5,9,3,84629,630,4,D9,D,1730,34,21,2,6,6,6,168
3195,1992,1,10,5,4,3,2,0,6117109000,6117,611710,61,11,23,40,5,9,3,84693,620,4,D11,D,1810,34,21,2,16,16,16,449
3196,1992,1,10,5,4,3,2,0,6214900000,6214,621490,62,11,23,40,5,9,3,84612,630,4,D11,D,1810,34,21,2,17,17,17,477
3197,1992,1,10,5,4,3,2,0,6301900000,6301,630190,63,11,23,40,5,9,3,65839,620,4,D9,D,1721,34,21,2,32,32,32,897
3198,1992,1,10,5,4,3,2,0,9205900000,9205,920590,92,18,23,40,5,9,3,89823,610,4,D29,D,3692,34,21,2,12,12,12,337
3199,1992,1,10,5,4,3,2,0,6103420000,6103,610342,61,11,63,10,5,9,3,84324,620,4,D11,D,1810,34,21,2,306,244,244,3210
3200,1992,1,10,5,4,3,2,0,6104420000,6104,610442,61,11,63,10,5,9,3,84424,620,4,D11,D,1810,34,21,2,218,218,218,4007
3201,1992,1,10,5,4,3,2,0,6104490000,6104,610449,61,11,63,10,5,9,3,84424,620,4,D11,D,1810,34,21,2,291,291,291,1454
3202,1992,1,10,5,4,3,2,0,6108190000,6108,610819,61,11,63,10,5,9,3,84481,630,4,D11,D,1810,34,21,2,43,43,43,800
3203,1992,1,10,5,4,3,2,0,6111900000,6111,611190,61,11,63,10,5,9,3,84512,620,4,D11,D,1810,34,21,2,44,44,44,413
3204,1992,1,10,5,4,3,2,0,6506990000,6506,650699,65,12,63,10,5,9,3,84849,620,4,D11,D,1810,34,21,2,16,16,16,294
3205,1992,1,10,5,4,3,2,0,7104902000,7104,710490,71,14,63,10,5,9,3,66749,220,4,D16,D,2411,34,21,2,200,200,200,227
3206,1992,1,10,5,4,3,2,0,7403220000,7403,740322,74,15,63,10,9,8,3,68214,220,4,D29,D,2720,30,11,1,20500,20500,20500,22900
3207,1992,1,10,5,4,3,2,0,6114100000,6114,611410,61,11,72,40,5,9,3,84599,620,4,D11,D,1810,34,21,2,854,854,854,13041
3208,1992,1,10,5,4,3,2,0,0603100000,0603,060310,06,2,105,10,5,9,3,29271,630,1,A61,A,0112,34,21,2,1558,1558,1558,6580
3209,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,149,30,5,9,3,8453,620,4,D9,D,1730,34,21,2,74,74,74,5230
3210,1992,1,10,5,4,3,2,0,9503009990,9503,950300,95,20,149,30,5,9,3,89423,620,4,D29,D,3694,34,21,2,2,2,2,141
3211,1992,1,10,5,4,3,2,0,9403600000,9403,940360,94,20,211,10,5,9,3,82159,610,4,D30,D,3610,34,21,2,135,135,135,327
3212,1992,1,10,5,4,3,2,0,1208100000,1208,120810,12,2,211,10,8,2,3,2239,121,4,D5,D,1514,18,21,2,200439,200000,200000,42000
3213,1992,1,10,5,4,3,2,0,0803000000,0803,080300,08,2,211,10,9,3,3,0573,112,1,A12,A,0113,34,21,2,17250,17250,17250,3262
3214,1992,1,10,5,4,3,2,0,3601000000,3601,360100,36,6,211,10,9,3,3,59311,220,4,D16,D,2429,34,21,2,17938,17500,17500,36750
3215,1992,1,10,5,4,3,2,0,0801200000,0801,080120,08,2,249,32,9,3,3,05772,112,1,A1,A,0113,9,21,2,31200,31200,31200,63492
3216,1992,1,10,5,4,3,2,0,0603100000,0603,060310,06,2,249,32,5,9,3,29271,630,1,A61,A,0112,34,21,2,1298,1298,1298,3050
3217,1992,1,10,5,4,3,2,0,0712100010,0712,071210,07,2,249,32,5,9,3,05611,122,4,D6,D,1513,34,21,2,580,580,580,1126
3218,1992,1,10,5,4,3,2,0,1001902000,1001,100190,10,2,249,32,5,9,3,0412,111,1,A11,A,0111,34,21,2,362,362,362,704
3219,1992,1,10,5,4,3,2,0,1008901000,1008,100890,10,2,249,32,5,9,3,04599,111,1,A6,A,0111,34,21,2,362,362,362,704
3220,1992,1,10,5,4,3,2,0,2101200000,2101,210120,21,4,249,32,5,9,3,07432,112,4,D6,D,1549,34,21,2,91,91,91,176
3221,1992,1,10,5,4,3,2,0,4202190000,4202,420219,42,8,249,32,5,9,3,83129,620,4,D10,D,1912,15,21,2,1488,1488,1488,52843
3222,1992,1,10,5,4,3,2,0,4202310000,4202,420231,42,8,249,32,5,9,3,83191,620,4,D10,D,1912,15,21,2,210,210,210,167900
3223,1992,1,10,5,4,3,2,0,5109100000,5109,510910,51,11,249,32,5,9,3,65116,630,4,D9,D,1711,34,21,2,278600,278600,278600,6505
3224,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,249,32,5,9,3,8453,620,4,D9,D,1730,34,21,2,928,928,928,46584
3225,1992,1,10,5,4,3,2,0,6403590000,6403,640359,64,12,249,32,5,9,3,85148,620,4,D12,D,1920,34,21,2,2612,2612,2612,68340
3226,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,249,32,9,9,3,8453,620,4,D9,D,1730,34,21,2,229,229,229,15532
3227,1992,1,10,5,4,3,2,0,0713509000,0713,071350,07,2,275,40,9,3,3,05425,112,1,A11,A,0111,34,21,2,40000,40000,40000,33400
3228,1992,1,10,5,4,3,2,0,4202290000,4202,420229,42,8,275,40,5,9,3,83119,620,4,D10,D,1912,15,21,2,53,53,53,732
3229,1992,1,10,5,4,3,2,0,4202999000,4202,420299,42,8,275,40,5,9,3,83199,620,4,D10,D,1912,15,21,2,28,28,28,387
3230,1992,1,10,5,4,3,2,0,5805000000,5805,580500,58,11,275,40,5,9,3,65891,620,4,D9,D,1721,34,21,2,23,23,23,318
3231,1992,1,10,5,4,3,2,0,6106100000,6106,610610,61,11,275,40,5,9,3,8447,620,4,D11,D,1810,34,21,2,1,1,1,14
3232,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,275,40,5,9,3,8453,620,4,D9,D,1730,34,21,2,66,66,66,912
3233,1992,1,10,5,4,3,2,0,6115910000,6115,611591,61,11,275,40,5,9,3,84629,630,4,D9,D,1730,34,21,2,119,119,119,1644
3234,1992,1,10,5,4,3,2,0,6116910000,6116,611691,61,11,275,40,5,9,3,84692,630,4,D11,D,1810,34,21,2,16,16,16,221
3235,1992,1,10,5,4,3,2,0,6301900000,6301,630190,63,11,275,40,5,9,3,65839,620,4,D9,D,1721,34,21,2,13,13,13,180
3236,1992,1,10,5,4,3,2,0,7113209000,7113,711320,71,14,275,40,5,9,3,89731,610,4,D29,D,3691,34,21,2,5,5,5,69
3237,1992,1,10,5,4,3,2,0,4202190000,4202,420219,42,8,386,40,5,9,3,83129,620,4,D10,D,1912,15,21,2,61,61,61,3190
3238,1992,1,10,5,4,3,2,0,4202190000,4202,420219,42,8,399,50,5,9,3,83129,620,4,D10,D,1912,15,21,2,325,325,325,24759
3239,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,399,50,5,9,3,8453,620,4,D9,D,1730,34,21,2,1298,1298,1298,50702
3240,1992,1,10,5,4,3,2,0,0801200000,0801,080120,08,2,573,40,9,3,3,05772,112,1,A1,A,0113,9,21,2,15600,0,0,30888
3241,1992,1,10,5,4,3,2,0,2306300000,2306,230630,23,4,589,10,8,6,3,08135,220,4,D31,D,1514,34,21,2,30070,30000,30000,3000
3242,1992,1,10,5,4,3,2,0,2203000000,2203,220300,22,4,589,10,9,10,3,1123,122,4,D3,D,1553,13,21,2,27200,27200,27200,7930
3243,1992,1,10,5,4,3,2,0,4901100000,4901,490110,49,10,589,10,9,10,3,89215,630,4,D29,D,2211,34,21,2,2056,2056,2056,7520
3244,1992,1,10,5,4,3,2,0,7010900000,7010,701090,70,13,589,10,9,10,3,66511,220,4,D29,D,2610,34,21,2,233020,233020,233020,63315
3245,1992,1,10,5,4,3,2,0,2608000000,2608,260800,26,5,628,40,8,2,3,2875,210,3,C4,C,1320,3,11,1,2000000,1880000,1133452,1524287
3246,1992,1,10,5,4,3,2,0,0802400010,0802,080240,08,2,628,40,8,3,3,05777,112,1,A1,A,0113,9,21,2,15600,15600,15600,33977
3247,1992,1,10,5,4,3,2,0,2608000000,2608,260800,26,5,628,40,9,2,3,2875,210,3,C4,C,1320,3,11,1,1000000,940000,570110,691282
3248,1992,1,10,5,4,3,2,0,0801200000,0801,080120,08,2,628,40,9,3,3,05772,112,1,A1,A,0113,9,21,2,15570,15570,15570,35913
3249,1992,1,10,5,4,3,2,0,2607000000,2607,260700,26,5,628,40,9,3,3,2874,210,3,C7,C,1320,6,11,1,998309,938410,661666,393855
3250,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,628,40,9,3,3,28911,210,3,C9,C,1320,8,11,1,1691,1590,1121,135565
3251,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,23,40,5,9,4,28911,210,3,C9,C,1320,8,11,1,430,379,169,19996
3252,1992,1,10,5,4,3,2,0,2616901000,2616,261690,26,5,23,40,5,9,4,28919,210,3,C8,C,1320,7,11,1,71,63,28,312734
3253,1992,1,10,5,4,3,2,0,6110100000,6110,611010,61,11,23,40,5,9,4,8453,620,4,D9,D,1730,34,21,2,65,65,65,978
3254,1992,1,10,5,4,3,2,0,2608000000,2608,260800,26,5,87,40,8,3,4,2875,210,3,C4,C,1320,3,11,1,1428141,1285327,566194,717361
3255,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,87,40,8,3,4,28911,210,3,C9,C,1320,8,11,1,1893,1705,751,90108
3256,1992,1,10,5,4,3,2,0,2609000000,2609,260900,26,5,87,40,9,3,4,2876,210,3,C3,C,1320,2,11,1,127248,124752,65483,422521
3257,1992,1,10,5,4,3,2,0,2617100000,2617,261710,26,5,87,40,9,3,4,28799,210,3,C6,C,1320,5,11,1,101150,100750,64913,94110
3258,1992,1,10,5,4,3,2,0,2616100000,2616,261610,26,5,87,40,5,9,4,28911,210,3,C9,C,1320,8,11,1,414,382,167,20154
3259,1992,1,10,5,4,3,2,0,2616901000,2616,261690,26,5,87,40,5,9,4,28919,210,3,C8,C,1320,7,11,1,67,62,26,300851
3260,1992,1,10,5,4,3,2,0,2609000000,2609,260900,26,5,105,10,8,4,4,2876,210,3,C3,C,1320,2,11,1,38000,37478,23985,160749
3261,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,169,10,9,3,4,68711,220,4,D17,D,2720,2,11,1,7024,6996,6991,47007
3262,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,169,10,5,9,4,68711,220,4,D17,D,2720,2,11,1,19945,19864,19852,133486
3263,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,169,10,9,10,4,68711,220,4,D17,D,2720,2,11,1,10004,9964,9958,61910
3264,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,211,10,9,3,4,68711,220,4,D17,D,2720,2,11,1,18061,17989,17976,118867
3265,1992,1,10,5,4,3,2,0,4102100000,4102,410210,41,8,211,10,9,14,4,2116,210,4,D10,D,1511,15,21,2,810,810,810,1500
3266,1992,1,10,5,4,3,2,0,4102210000,4102,410221,41,8,211,10,9,14,4,2117,210,4,D10,D,1511,15,21,2,1170,1170,1170,2790
3267,1992,1,10,5,4,3,2,0,2617100000,2617,261710,26,5,249,32,9,3,4,28799,210,3,C6,C,1320,5,11,1,140890,135254,68154,98809
3268,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,249,32,9,3,4,68711,220,4,D25,D,2720,0,11,1,368449,367007,366793,2353339
3269,1992,1,10,5,4,3,2,0,8001100000,8001,800110,80,15,249,32,9,3,4,68711,220,4,D17,D,2720,2,11,1,1034834,1030782,1030182,6665249
3270,1992,1,10,5,4,3,2,0,2608000000,2608,260800,26,5,275,40,9,2,4,2875,210,3,C4,C,1320,3,11,1,1292098,1229164,532694,693098
